Title,Russian Keywords,Annotation,Link,Title_found_phrases,Russian Keywords_found_phrases,Annotation_found_phrases
"['климатический', 'изменение', 'степной', 'регион', 'россия', 'последствие', 'агросфера']","['климатический', 'изменение', 'температура', 'воздух', 'атмосферный', 'осадок', 'тренд', 'агроклиматический', 'показатель']","['рассматриваться', 'изменение', 'основный', 'климатический', 'показатель', 'температура', 'воздух', 'атмосферный', 'осадок', 'солнечный', 'радиация', 'европейский', 'часть', 'россия', 'ечр', 'включая', 'степной', 'район', 'век', 'рассмотреть', 'радиационный', 'режим', 'ечр', 'период', 'показать', 'степной', 'зона', 'суммарный', 'солнечный', 'радиация', 'течение', 'год', 'меняться', 'мдж', 'сумма', 'фотосинтетический', 'активный', 'радиация', 'лето', 'достигать', 'мдж', 'положительный', 'значение', 'коэффициент', 'наклон', 'линейный', 'тренд', 'указанный', 'вид', 'радиация', 'способствовать', 'продуктивность', 'сельскохозяйственный', 'культура', 'анализ', 'данные', 'наблюдение', 'метеостанция', 'ечр', 'период', 'показать', 'целое', 'температура', 'воздух', 'осредненный', 'весь', 'территория', 'летний', 'период', 'возрастать', 'скорость', 'август', 'год', 'март', 'зимний', 'период', 'скорость', 'потепление', 'заметно', 'превышать', 'летний', 'это', 'станция', 'степной', 'зона', 'юго', 'запад', 'температура', 'воздух', 'зима', 'повышаться', 'больший', 'скорость', 'северо', 'восток', 'ечр', 'лето', 'наоборот', 'северо', 'восток', 'потепление', 'идти', 'больший', 'скорость', 'оценка', 'линейный', 'тренд', 'ряд', 'показатель', 'термический', 'влажностный', 'режим', 'период', 'показать', 'происходить', 'рост', 'продолжительность', 'вегетационный', 'период', 'сумма', 'эффективный', 'температура', 'уменьшение', 'сумма', 'осадки', 'летний', 'период', 'приводить', 'рост', 'засушливость', 'южный', 'регион', 'ечр', 'снижение', 'климатическ', 'обусловить', 'урожайность', 'яровой', 'пшеница', 'дать', 'оценка', 'влияние', 'атмосферный', 'циркуляция', 'температурный', 'режим', 'ечр', 'показать', 'зимний', 'период', 'северо', 'атлантический', 'колебание', 'способствовать', 'повышение', 'температура', 'воздух', 'скандинавский', 'колебание', 'приводить', 'повышение', 'летний', 'период', 'колебание', 'восточный', 'атлантика', 'западный', 'россия', 'способствовать', 'охлаждение', 'территория', 'это', 'влияние', 'наиболее', 'заметно', 'степной', 'зона', 'ечр']",https://cyberleninka.ru/article/n/klimaticheskie-izmeneniya-v-stepnyh-regionah-rossii-i-ih-posledstviya-dlya-agrosfery,климатический изменение,климатический изменение,
"['оценка', 'сезонный', 'межгодовой', 'вариация', 'влажность', 'почва', 'модель', 'связь', 'вариация', 'климатический', 'изменение', 'пример', 'оренбургский', 'область', 'период', 'год']","['гидротермический', 'коэффициент', 'селянинов', 'влажность', 'почва', 'модель', 'межгодовой', 'вариация', 'корреляция', 'тренд']","['работа', 'определить', 'сезонный', 'межгодовой', 'вариация', 'влажность', 'верхний', 'слой', 'почва', 'определенный', 'модель', 'связь', 'вариация', 'климатический', 'изменение', 'четыре', 'участок', 'оренбургский', 'область', 'период', 'курманаевский', 'район', 'соль', 'илецкий', 'участок', 'буртинский', 'степь', 'домбаровский', 'район', 'климатический', 'изменение', 'определяться', 'гидротермический', 'коэффициент', 'селянинов', 'гтк', 'вегетационный', 'период', 'май', 'сентябрь', 'отрицательный', 'тренд', 'сумма', 'осадки', 'май', 'сентябрь', 'незначительный', 'вариация', 'сумма', 'среднесуточный', 'температура', 'привести', 'снижение', 'последний', 'год', 'средний', 'значение', 'гтк', 'сравнение', 'период', 'свидетельствовать', 'ухудшение', 'влагообеспеченность', 'территория', 'показать', 'тесный', 'связь', 'значение', 'влажность', 'почва', 'модель', 'наземный', 'измерение', 'коэффициент', 'корреляция', 'тренд', 'межгодовой', 'значение', 'сходный', 'тренд', 'гтк', 'умеренный', 'тесный', 'связь', 'метеоданные', 'направление', 'тренд', 'поменяться', 'отрицательный', 'слабо', 'положительный', 'последний', 'год', 'абсолютный', 'минимум', 'межгодовой', 'значение', 'модель', 'принадлежать', 'год', 'гтк', 'курманаевский', 'район', 'отметить', 'больший', 'межгодовой', 'значение', 'гтк', 'малый', 'тесный', 'связь', 'гтк', 'позволить', 'построить', 'регрессионный', 'соотношение', 'зависимость', 'метеоданные']",https://cyberleninka.ru/article/n/otsenka-sezonnyh-i-mezhgodovyh-variatsiy-vlazhnosti-pochvy-po-modeli-fldas-i-svyaz-variatsiy-s-klimaticheskimi-izmeneniyami-na,климатический изменение,,климатический изменение
"['изменение', 'климатический', 'условие', 'год', 'предел', 'ергенинский', 'кластер']","['ергенинский', 'возвышенность', 'климат', 'сухостепной', 'зона', 'годовой', 'количество', 'осадки', 'холодный', 'период', 'теплый', 'период', 'суховей', 'засуха']","['статья', 'даваться', 'краткий', 'общий', 'обзор', 'климатический', 'условие', 'предел', 'сухостепной', 'зона', 'ергенинский', 'возвышенность', 'республика', 'калмыкия', 'введение', 'даваться', 'краткий', 'географический', 'описание', 'ергенинский', 'возвышенность', 'обозначение', 'зональный', 'интрозональный', 'почва', 'отмечаться', 'влияние', 'количество', 'осадки', 'влажность', 'воздух', 'ветровый', 'активность', 'внутриконтинентальный', 'положение', 'территория', 'формирование', 'климат', 'основной', 'часть', 'статья', 'описываться', 'особенность', 'изменение', 'сезонный', 'температура', 'распределение', 'осадки', 'территория', 'ергененинский', 'кластер', 'наблюдение', 'метеостанция', 'элиста', 'ики', 'бурул', 'год', 'даваться', 'краткий', 'анализ', 'изменение', 'климатический', 'показатель', 'предел', 'ергенинский', 'кластер', 'отмечаться', 'негативный', 'явление', 'почвенный', 'засуха', 'который', 'начаться', 'конец', 'весна', 'год', 'район', 'республика', 'объявить', 'режим', 'чрезвычайный', 'ситуация', 'засуха', 'суховей', 'гибель', 'пастбище', 'территория', 'млн', 'также', 'расплодиться', 'отсутствие', 'зимний', 'морозов', 'саранча', 'вывод', 'отмечаться', 'особенность', 'климатический', 'изменение', 'период', 'зимний', 'период', 'устойчивый', 'снежный', 'покров', 'отсутствие', 'низкий', 'зимний', 'дневный', 'температура', 'продолжительный', 'холодный', 'влажный', 'начало', 'весна', 'лето', 'высокий', 'температурный', 'максимум', 'длительный', 'интервал', 'высокий', 'температура', 'кратковременный', 'осадка', 'ливневый', 'характер', 'теплый', 'продолжительный', 'осень', 'низкий', 'количество', 'осадки', 'отмечаться', 'период', 'наблюдение', 'засушливый', 'стать', 'среднегодовой', 'количество', 'осадки', 'предел', 'сухостепной', 'зона', 'самый', 'влажный', 'стать', 'год', 'среднегодовой', 'количество', 'осадки', 'предел', 'сухостепной', 'зона']",https://cyberleninka.ru/article/n/izmenenie-klimaticheskih-usloviy-za-2020-2023-gg-v-predelah-ergeninskogo-klastera,,,климатический изменение
"['вариация', 'климатически', 'активный', 'газ', 'фон', 'меняться', 'климат']","['климатически', 'активный', 'газ', 'парниковый', 'газ', 'изменение', 'климат', 'потепление', 'таяние', 'ледник']","['статья', 'рассматриваться', 'изменение', 'концентрация', 'некоторый', 'климатически', 'активный', 'газ', 'фон', 'меняться', 'климат', 'зона', 'арктика', 'пример', 'станция', 'териберка', 'представить', 'результат', 'исследование', 'регрессионный', 'зависимость', 'концентрация', 'газ', 'метеопараметр', 'явление']",https://cyberleninka.ru/article/n/variatsii-klimaticheski-aktivnyh-gazov-na-fone-menyayuschegosya-klimata,,парниковый газ,
"['межгодовой', 'изменение', 'соленость', 'верхний', 'метровый', 'слой', 'внетропический', 'зона', 'северо', 'западный', 'часть', 'тихий', 'океан', 'условие', 'интенсификация', 'глобальный', 'гидрологический', 'цикл']","['северо', 'западный', 'часть', 'тихий', 'океан', 'внетропический', 'зона', 'климатический', 'изменение', 'гидрологический', 'цикл', 'соленость', 'солесодержание', 'тренд', 'региональный', 'особенность', 'климатический', 'индекс', 'корреляционный', 'связь']","['цель', 'определить', 'тенденция', 'региональный', 'особенность', 'межгодовой', 'изменение', 'соленость', 'солесодержание', 'верхний', 'метровый', 'слой', 'внетропический', 'зона', 'северо', 'западный', 'часть', 'тихий', 'океан', 'дать', 'анализ', 'возможный', 'причинный', 'следственный', 'связь', 'крупномасштабный', 'региональный', 'процесс', 'океан', 'атмосфера', 'последний', 'десятилетие', 'современный', 'период', 'глобальный', 'потепление', 'цель', 'настоящий', 'работа', 'метод', 'результат', 'использоваться', 'данные', 'климатический', 'массив', 'соленость', 'скорость', 'течение', 'система', 'усвоение', 'океанографический', 'наблюдение', 'узел', 'регулярный', 'сетка', 'горизонт', 'период', 'ряд', 'климатический', 'индекс', 'сайт', 'срочный', 'наблюдение', 'соленость', 'прибрежный', 'гидрометеостанция', 'росгидромет', 'также', 'взять', 'среднемесячный', 'данные', 'реанализ', 'величина', 'осадки', 'испарение', 'подстилать', 'поверхность', 'сервер', 'доступ', 'океанографический', 'данные', 'ход', 'анализ', 'применяться', 'метод', 'кластерный', 'корреляционный', 'регрессионный', 'анализ', 'аппарат', 'эмпирический', 'ортогональный', 'функция', 'провести', 'исследование', 'позволить', 'выявить', 'охарактеризовать', 'региональный', 'пространственно', 'временной', 'особенность', 'ускоренный', 'изменение', 'соленость', 'солесодержание', 'толща', 'вода', 'верхний', 'исследовать', 'район', 'условие', 'современный', 'фаза', 'потепление', 'сопровождаться', 'интенсификация', 'глобальный', 'местный', 'гидрологический', 'цикл', 'дать', 'оценка', 'количественный', 'характеристика', 'отметить', 'тенденция', 'статистический', 'значимость', 'вывод', 'целое', 'акватория', 'прослеживаться', 'тенденция', 'постепенный', 'уменьшение', 'средний', 'значение', 'соленость', 'поверхность', 'опреснение', 'вода', 'верхний', 'метровый', 'слой', 'который', 'сопровождаться', 'прирост', 'теплосодержание', 'вода', 'это', 'слой']",https://cyberleninka.ru/article/n/mezhgodovye-izmeneniya-solenosti-verhnego-1000-metrovogo-sloya-vnetropicheskoy-zony-severo-zapadnoy-chasti-tihogo-okeana-v,,климатический изменение,
"['палеоклиматический', 'палеогеографический', 'реконструкция', 'условие', 'седиментация', 'фушуньский', 'бассейн', 'метод', 'математический', 'статистика']","['фушуньский', 'угольный', 'бассейн', 'раннемеловой', 'период', 'угленосный', 'отложение', 'фация', 'регрессионный', 'анализ', 'дисперсионный', 'анализ', 'корреляционный', 'анализ']","['статья', 'помощь', 'метод', 'математический', 'статистик', 'установить', 'взаимосвязь', 'климатический', 'изменение', 'условие', 'седиментация', 'стадия', 'накопление', 'фусинский', 'шахайский', 'угленосный', 'формация', 'фушуньский', 'угольный', 'бассейн', 'апт', 'альбский', 'время', 'результат', 'отметить', 'увеличение', 'влажность', 'климат', 'совпасть', 'широко', 'распространить', 'аноксический', 'океанический', 'событие', 'пакие', 'оаеb', 'раннеальбский', 'время', 'кроме', 'выявить', 'существенный', 'влияние', 'фациальный', 'условие', 'интенсивность', 'процесс', 'торфой', 'угленакопление', 'фусинский', 'шахайский', 'угленосный', 'формация', 'активизация', 'процесс', 'торфонакопление', 'углеобразование', 'способствовать', 'увеличение', 'влажность', 'климат', 'активизация', 'снос', 'обломочный', 'материал', 'понижение', 'уровень', 'вод', 'пресноводный', 'водоем', 'фушуньский', 'бассейн']",https://cyberleninka.ru/article/n/paleoklimaticheskie-i-paleogeograficheskie-rekonstruktsii-usloviy-sedimentatsii-v-fushunskom-basseyne-metodami-matematicheskoy,,,климатический изменение
"['влияние', 'аномалия', 'температура', 'осадки', 'поток', 'диоксид', 'углерод', 'внетропический', 'лес', 'северный', 'полушарие']","['лесной', 'экосистема', 'реанализ', 'пульсационный', 'измерение']","['современный', 'изменение', 'климат', 'сопровождаться', 'быстрый', 'рост', 'глобальный', 'температура', 'воздух', 'изменение', 'режим', 'осадки', 'повторяемость', 'интенсивность', 'экстремальный', 'погодный', 'явление', 'мочь', 'оказать', 'существенный', 'влияние', 'функционирование', 'рост', 'развитие', 'лесной', 'экосистема', 'цель', 'данный', 'исследование', 'являться', 'оценка', 'влияние', 'экстремальный', 'погодный', 'явление', 'значительный', 'положительный', 'отрицательный', 'аномалия', 'температура', 'воздух', 'осадки', 'поток', 'диоксид', 'углерод', 'лесной', 'экосистема', 'внетропический', 'широта', 'северный', 'полушарие', 'анализ', 'поток', 'выбрать', 'станция', 'мониторинг', 'поток', 'парниковый', 'газ', 'глобальный', 'сеть', 'наиболее', 'продолжительный', 'ряд', 'наблюдение', 'станция', 'расположить', 'лесной', 'экосистема', 'относиться', 'разный', 'тип', 'биом', 'классификация', 'метеорологический', 'условие', 'станция', 'анализироваться', 'использование', 'данные', 'наблюдение', 'данные', 'реанализ', 'результат', 'показать', 'различие', 'отклик', 'поток', 'аномалия', 'температура', 'осадки', 'обусловить', 'главный', 'образ', 'тип', 'лесной', 'экосистема', 'географический', 'положение', 'региональный', 'климатический', 'условие', 'экстремально', 'высокий', 'температура', 'воздух', 'любой', 'время', 'год', 'преимущественно', 'приводить', 'усиление', 'эмиссия', 'атмосфера', 'весь', 'рассмотреть', 'тип', 'лесной', 'экосистема', 'это', 'больший', 'отклик', 'отмечаться', 'хвойный', 'лес', 'отрицательный', 'аномалия', 'температура', 'воздух', 'теплый', 'период', 'мочь', 'оказывать', 'противоположный', 'воздействие', 'приводить', 'увеличение', 'поглощение', 'лесной', 'экосистема', 'снижение', 'зависимость', 'тип', 'биом', 'устойчивый', 'закономерность', 'отклик', 'поток', 'экстремально', 'низкий', 'температура', 'холодный', 'период', 'год', 'выявить', 'выпадение', 'интенсивный', 'осадки', 'исследовать', 'лесной', 'экосистема', 'отмечаться', 'преобладать', 'эмиссия', 'атмосфера', 'время', 'теплый', 'время', 'год', 'выпадение', 'большой', 'количество', 'осадки', 'выявить', 'кумулятивный', 'эффект', 'накопление', 'влага', 'корнеобитаемый', 'слой', 'почва', 'результат', 'который', 'происходить', 'усиление', 'поглощение', 'растительность', 'фон', 'рост', 'скорость', 'фотосинтез', 'растение', 'условие', 'достаточный', 'почвенный', 'увлажнение']",https://cyberleninka.ru/article/n/vliyanie-anomaliy-temperatury-i-osadkov-na-potoki-dioksida-ugleroda-vo-vnetropicheskih-lesah-severnogo-polushariya,,,парниковый газ
"['чувствительность', 'температура', 'придонный', 'слой', 'море', 'арктический', 'шельф', 'температура', 'воздух', 'век', 'данные']","['арктический', 'шельф', 'придонный', 'температура', 'температура', 'воздух', 'сценарий']","['провести', 'исследование', 'чувствительность', 'температура', 'придонный', 'слой', 'море', 'арктический', 'шельф', 'изменение', 'температура', 'воздух', 'период', 'основа', 'результат', 'пять', 'модель', 'ансамбль', 'сценарий', 'высокий', 'антропогенный', 'выброс', 'парниковый', 'газ', 'анализ', 'провести', 'термин', 'ансамблевый', 'статистик', 'отдельный', 'модель', 'изменение', 'оба', 'переменный', 'рассчитываться', 'разница', 'средний', 'значение', 'соответствующий', 'переменный', 'заранее', 'выбрать', 'интервал', 'время', 'интервал', 'характеризовать', 'доиндустриальный', 'состояние', 'современность', 'конец', 'конец', 'период', 'море', 'сибирский', 'североамериканский', 'шельф', 'коэффициент', 'чувствительность', 'δtb', 'δtа', 'указывать', 'изменение', 'относительно', 'доиндустриальный', 'период', 'составить', 'менее', 'среднегодовой', 'зимний', 'значение', 'лето', 'получить', 'результат', 'летний', 'период', 'согласоваться', 'иметься', 'данные', 'измерение', 'восточный', 'сибирский', 'шельф', 'баренцев', 'море', 'период', 'коэффициент', 'чувствительность', 'выше', 'среднегодовой', 'значение', 'летний', 'температура', 'век', 'коэффициент', 'чувствительность', 'заметно', 'вырастать', 'особенно', 'часть', 'арктический', 'шельф', 'который', 'освобождаться', 'лед', 'наиболее', 'заметно', 'это', 'летний', 'период', 'море', 'сибирский', 'североамериканский', 'шельф', 'осредненный', 'регион', 'значение', 'коэффициент', 'чувствительность', 'составить', 'доиндустриальный', 'конец', 'вырасти', 'конец', 'последний', 'изменение', 'состояние', 'коэффициент', 'чувствительность', 'лето', 'сектор', 'баренцев', 'море', 'близкий', 'единица', 'предложить', 'аналитический', 'аппроксимация', 'указанный', 'зависимость', 'позволять', 'проводить', 'вычисление', 'модель', 'термофизика', 'донный', 'отложение', 'шельф']",https://cyberleninka.ru/article/n/chuvstvitelnost-temperatury-pridonnogo-sloya-morey-arkticheskogo-shelfa-k-temperature-vozduha-v-xx-xxiii-vv-po-dannym-cmip6,,,парниковый газ
"['методика', 'построение', 'трехмерный', 'модель', 'распределение', 'почвенный', 'горизонт', 'помощь', 'анализ', 'цифровой', 'фотоизображение']","['цифровой', 'морфометрия', 'почва', 'естественный', 'освещение', 'почвенный', 'влажность', 'запас', 'углерод', 'цвет', 'почва', 'мозаичный', 'почвенный', 'профиль']","['цифровой', 'фотоснимок', 'автор', 'создать', 'трехмерный', 'модель', 'распределение', 'почвенный', 'горизонт', 'мозаичный', 'строение', 'пространство', 'методика', 'апробироваться', 'освоить', 'дерновый', 'подзолистый', 'почва', 'учебный', 'опытный', 'почвенный', 'экологический', 'центр', 'мгу', 'имя', 'ломоносов', 'чашниковый', 'одиннадцать', 'срез', 'почвенный', 'профиль', 'использоваться', 'получение', 'модель', 'отобразить', 'участок', 'площадь', 'смотреть', 'расстояние', 'смотреть', 'корректность', 'цветопередача', 'фотоизображение', 'проверять', 'помощь', 'портативный', 'спектрофотометр', 'цветопередача', 'хороший', 'фотоснимок', 'скорректировать', 'методика', 'внешний', 'стандарт', 'основа', 'получить', 'изображение', 'создать', 'пакетный', 'файл', 'обработка', 'программа', 'получение', 'трехмерный', 'массив', 'данные', 'цвет', 'почва', 'система', 'программа', 'цветовой', 'показатель', 'построить', 'модель', 'размер', 'смотреть', 'смотреть', 'разрешение', 'смотреть', 'основание', 'анализ', 'пространственный', 'распределение', 'цветовой', 'показатель', 'применение', 'алгоритм', 'пороговый', 'значение', 'провести', 'выделение', 'горизонт', 'запас', 'углерод', 'вычислить', 'объем', 'почва', 'модель', 'существенно', 'маленький', 'запас', 'рассчитать', 'модель', 'автор', 'полагать', 'метод', 'оптический', 'картирование', 'основание', 'цветовой', 'показатель', 'система', 'достаточно', 'аккуратно', 'воспроизводить', 'естественный', 'структура', 'граница', 'почвенный', 'горизонт', 'мочь', 'использовать', 'дальнейший', 'работа', 'моделирование', 'изучение', 'профиль', 'почва', 'мозаичный', 'строение']",https://cyberleninka.ru/article/n/metodika-postroeniya-trehmernoy-modeli-raspredeleniya-pochvennyh-gorizontov-s-pomoschyu-analiza-tsifrovyh-fotoizobrazheniy,,запас углерод,запас углерод
"['влияние', 'климатический', 'изменение', 'распространение', 'бактериальный', 'водянка', 'береза']","['бактериальный', 'водянка', 'береза', 'температура', 'почва', 'дистанционный', 'метод', 'изменение', 'климат', 'глобальный', 'геопарк', 'юнеско', 'янган', 'тау']","['актуальный', 'проблема', 'россия', 'сопредельный', 'государство', 'который', 'многие', 'связывать', 'изменение', 'климат', 'являться', 'распространение', 'инфекционный', 'заболевание', 'древостой', 'частность', 'бактериальный', 'водянка', 'береза', 'древесный', 'растительность', 'оказывать', 'значительный', 'влияние', 'температура', 'почва', 'эффективность', 'применение', 'дистанционный', 'метод', 'построение', 'карта', 'температурный', 'режим', 'доказать', 'многий', 'исследование', 'статья', 'представить', 'подход', 'построение', 'карта', 'температурный', 'режим', 'поверхностный', 'слой', 'почва', 'основание', 'данные', 'наземный', 'исследование', 'результат', 'дешифрирование', 'тепловой', 'канал', 'спутниковый', 'снимок', 'программа', 'данные', 'наблюдение', 'определить', 'коэффициент', 'пересчет', 'темпера', 'тур', 'поверхность', 'земля', 'температура', 'почва', 'основание', 'снимок', 'период', 'построить', 'карта', 'распределение', 'температура', 'поверхностный', 'слой', 'почва', 'глобальный', 'геопарка', 'юнеско', 'янган', 'тау', 'бесснежный', 'период', 'данные', 'метеостанция', 'дуван', 'территория', 'геопарк', 'янган', 'тау', 'характерный', 'тренд', 'аридизация', 'климат', 'территория', 'лесной', 'фонд', 'геопарк', 'янган', 'тау', 'занимать', 'березовый', 'лес', 'потеря', 'который', 'привести', 'снижение', 'эстетичность', 'территория', 'геопарк', 'целостность', 'лесной', 'лесостепной', 'экосистема', 'связь', 'изучение', 'особенность', 'распространение', 'бактериальный', 'водянка', 'береза', 'крайне', 'актуально', 'наземный', 'исследование', 'также', 'путем', 'визуальный', 'дешифрирование', 'выделить', 'очаг', 'бактериальный', 'водянка', 'береза', 'территория', 'геопарк', 'сопоставление', 'место', 'расположение', 'очаг', 'бактериальный', 'водянка', 'береза', 'карта', 'распределение', 'температурный', 'режим', 'поверхностный', 'слой', 'почва', 'бесснежный', 'сезон', 'показать', 'преимущественный', 'расположение', 'заразить', 'дерево', 'зона', 'средний', 'температура', 'время', 'здоровый', 'березовый', 'лес', 'произрастать', 'зона', 'средний', 'температура', 'соотнесение', 'участок', 'распространение', 'заразить', 'березовый', 'древостой', 'уклон', 'поверхность', 'особенность', 'выявить', 'оценка', 'экспозиция', 'показать', 'частый', 'расположение', 'очаг', 'бактериальный', 'водянка', 'береза', 'юго', 'восточный', 'склон']",https://cyberleninka.ru/article/n/vliyanie-klimaticheskih-izmeneniy-na-rasprostranenie-bakterialnoy-vodyanki-berezy,климатический изменение,,
"['веб', 'приложение', 'водный', 'режим', 'река', 'европейский', 'территория', 'россия', 'структура', 'функциональный', 'возможность']","['водный', 'режим', 'классификация', 'база', 'данные', 'тематический', 'картографирование', 'геоинформационный', 'технология', 'веб', 'приложение', 'европейский', 'территория', 'россия']","['актуальность', 'европейский', 'территория', 'россия', 'характеризоваться', 'разнообразие', 'природный', 'условие', 'особенность', 'водопользование', 'рассматривать', 'регион', 'представлять', 'большой', 'интерес', 'связь', 'наблюдать', 'климатический', 'изменение', 'значительный', 'степень', 'влиять', 'водный', 'режим', 'река', 'интеграция', 'отображение', 'анализ', 'данные', 'водный', 'режим', 'река', 'етр', 'изменение', 'научный', 'образовательный', 'цель', 'сила', 'гидролог', 'картограф', 'мгу', 'имя', 'мвломоносов', 'разработать', 'веб', 'приложение', 'водный', 'режим', 'река', 'европейский', 'территория', 'россия', 'метод', 'веб', 'приложение', 'создать', 'основа', 'открытый', 'технология', 'использование', 'двухуровневый', 'архитектура', 'сервер', 'база', 'данные', 'веб', 'сервер', 'построение', 'привести', 'приложение', 'карта', 'использовать', 'данные', 'метеостанция', 'включать', 'срочный', 'измерение', 'суточный', 'величина', 'данные', 'запас', 'вод', 'снежный', 'покров', 'снегомерный', 'маршрут', 'рамка', 'веб', 'приложение', 'организовать', 'возможность', 'выполнение', 'запрос', 'данные', 'гидропост', 'картографический', 'интерфейс', 'результат', 'приложение', 'предоставлять', 'доступ', 'база', 'данные', 'карта', 'характеризовать', 'месячный', 'годовой', 'срочный', 'максимальный', 'расход', 'вод', 'отработать', 'функциональность', 'выполнение', 'запрос', 'данные', 'гидропост', 'картографический', 'интерфейс', 'возможность', 'выгрузка', 'данные', 'динамический', 'расчет', 'параметр', 'сток', 'статистический', 'обработка', 'получить', 'величина', 'помощь', 'стандартный', 'критерий', 'визуализация', 'отдельный', 'параметр', 'вид', 'график', 'основа', 'получить', 'карта', 'выявить', 'ряд', 'пространственно', 'временной', 'тенденция', 'интенсификация', 'гидрологический', 'цикл', 'увеличение', 'годовой', 'слой', 'сток', 'средний', 'полоса', 'европейский', 'территория', 'россия', 'увеличение', 'абсолютный', 'относительный', 'неравномерность', 'сток', 'летний', 'межень', 'снижение', 'максимальный', 'расход', 'вод', 'значительный', 'изменение', 'соотношение', 'доля', 'источник', 'питание', 'больший', 'часть', 'река', 'наиболее', 'важный', 'особенность', 'который', 'являться', 'уменьшение', 'снеговой', 'питание']",https://cyberleninka.ru/article/n/veb-prilozhenie-vodnyy-rezhim-rek-evropeyskoy-territorii-rossii-struktura-i-funktsionalnye-vozmozhnosti,,,климатический изменение
"['первый', 'результат', 'изучение', 'пространственновременный', 'изменчивость', 'содержание', 'эмиссия', 'метан', 'цимлянский', 'водохранилище']","['цимлянский', 'водохранилище', 'метан', 'донный', 'отложение', 'температура', 'вод', 'растворить', 'кислород', 'стратификация']","['актуальность', 'исследование', 'посвятить', 'анализ', 'результат', 'измерение', 'содержание', 'удельный', 'поток', 'метан', 'поверхность', 'цимлянский', 'водохранилище', 'данные', 'измерение', 'летний', 'осенний', 'период', 'крупный', 'искусственный', 'водный', 'объект', 'европейский', 'территория', 'россия', 'недостаточно', 'изучить', 'отношение', 'эмиссия', 'парниковый', 'газ', 'метод', 'определение', 'эмиссия', 'проводиться', 'метод', 'плавучий', 'камера', 'проба', 'обработать', 'хроматограф', 'хроматэк', 'кристалл', 'комплекс', 'работа', 'включать', 'изучение', 'характеристика', 'донный', 'отложение', 'распределение', 'температура', 'вод', 'растворить', 'кислород', 'результат', 'получить', 'результат', 'выявить', 'межгодовой', 'изменчивость', 'содержание', 'удельный', 'поток', 'метан', 'связать', 'особенность', 'гидрологический', 'структура', 'цимлянский', 'водохранилище', 'зависимость', 'погодный', 'условие', 'также', 'пространственный', 'изменчивость', 'обусловить', 'различие', 'характер', 'донный', 'отложение', 'глубина', 'станция']",https://cyberleninka.ru/article/n/pervye-rezultaty-izucheniya-prostranstvennovremennoy-izmenchivosti-soderzhaniya-i-emissii-metana-v-tsimlyanskom-vodohranilische,,,парниковый газ
"['изменение', 'климат', 'россия', 'метод', 'оценка', 'изменение', 'климат']","['изменение', 'климат', 'климатический', 'риск', 'адаптация', 'климат', 'биоклиматический', 'индекс']","['статья', 'рассмотреть', 'актуальный', 'проблема', 'связанный', 'глобальный', 'потепление', 'климат', 'даваться', 'краткий', 'информация', 'ухудшение', 'социально', 'экономический', 'условие', 'воздействие', 'климатический', 'изменение', 'инфраструктура', 'экономика', 'рынок', 'труд']",https://cyberleninka.ru/article/n/izmenenie-klimata-v-rossii-metody-otsenki-izmeneniya-klimata,,,климатический изменение
"['тренд', 'продуктивность', 'природный', 'антропогенный', 'экосистема', 'белорусский', 'полесье', 'условие', 'меняться', 'климат']","['белорусский', 'полесье', 'экосистема', 'тренд', 'изменение', 'климат']","['цель', 'работа', 'анализ', 'многолетний', 'динамик', 'нормализовать', 'относительный', 'индекс', 'растительность', 'природный', 'антропогенный', 'экосистема', 'реакция', 'климатический', 'изменение', 'район', 'исследование', 'белорусский', 'полесье', 'использовать', 'данные', 'спектрорадиометрия', 'изображение', 'средний', 'разрешение', 'спутник', 'продукт', 'временной', 'интервал', 'год', 'объект', 'исследование', 'ненарушенный', 'лесной', 'экосистема', 'нарушить', 'лесной', 'экосистема', 'болотный', 'экосистема', 'пахотный', 'экосистема', 'индикатор', 'продуктивность', 'использовать', 'провести', 'анализ', 'оценка', 'статистический', 'значимость', 'тренд', 'природный', 'антропогенный', 'экосистема', 'установить', 'положительный', 'влияние', 'рост', 'теплообеспеченность', 'содержание', 'атмосфера', 'природный', 'лесной', 'болотный', 'экосистема', 'нарушить', 'лесной', 'пахотный', 'экосистема', 'положительный', 'влияние', 'компенсироваться', 'негативный', 'эффект', 'снижение', 'влагообеспеченность']",https://cyberleninka.ru/article/n/trendy-produktivnosti-prirodnyh-i-antropogennyh-ekosistem-v-belorusskom-polesie-v-usloviyah-menyayuschegosya-klimata,,,климатический изменение
